condition,case,variant,episode,seed,target_index,group_size,hit_count,target_covered,group_complete,group_coordinated,arrival_spread_s,E_co_time_s,E_n_g,E_miss_m,E_t_s,closest_approach_m
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,1,99401,0,3,3,1,1,1,0.20000000000000284,0.0666666666666688,0.841662988560571,2.609358760061182,26.900000000000247,2.609358760061182
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,1,99401,1,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.4237972429385433,1.7457413379889,27.500000000000256,1.6883734918788118
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,1,99401,2,3,3,1,1,1,0.15000000000000213,0.055555555555557135,0.5917110635472254,1.8761436008122006,29.25000000000028,0.722331953606847
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,1,99401,3,3,3,1,1,1,0.10000000000000142,0.04444444444444429,0.32098018738871037,1.6689910803162304,29.85000000000029,1.2142519525100917
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,1,99401,4,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.3857464686001961,2.381142718030518,26.150000000000237,1.9602673562627508
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,1,99401,5,2,2,1,1,1,0.15000000000000213,0.07500000000000107,0.7758359758086044,0.6337339744560218,28.100000000000264,0.32791731123281076
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,1,99401,6,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.7065861518852552,1.5214460586713834,29.500000000000284,1.1346035880437668
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,1,99401,7,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.11585968433402719,0.8881581240684722,30.850000000000303,0.8881581240684722
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,2,99402,0,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.8373443970441188,1.0524392654687365,25.400000000000226,0.8529235417901164
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,2,99402,1,3,3,1,1,1,0.10000000000000142,0.04444444444444547,0.29007867424671646,1.8463747473904106,27.90000000000026,1.401896821995953
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,2,99402,2,3,3,1,1,1,0.15000000000000213,0.05555555555555595,0.5376146235286384,1.4996479908076508,25.450000000000227,0.8961701382578805
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,2,99402,3,3,3,1,1,1,0.20000000000000284,0.08888888888888975,0.856690025354132,1.6827003382804546,28.300000000000267,0.8284514379563069
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,2,99402,4,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.39966724594390957,1.7076598756997505,27.85000000000026,1.6061387075155773
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,2,99402,5,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.22444152977812007,2.266612338234979,31.90000000000032,1.8837299838067056
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,2,99402,6,2,2,1,1,1,0.15000000000000213,0.07500000000000107,0.6267925258741118,1.4968217589455752,30.300000000000296,0.5654786070061637
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,2,99402,7,2,2,1,1,1,0.15000000000000213,0.07500000000000107,0.4749390883946156,0.977875833501259,28.900000000000276,0.5217674042131473
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,3,99403,0,3,3,1,1,1,0.15000000000000213,0.06666666666666761,0.46581074973806347,0.9861102627450761,25.450000000000227,0.4575797998661805
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,3,99403,1,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.5187845947892309,1.649744327357416,29.30000000000028,1.534399508238313
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,3,99403,2,3,3,1,1,1,0.10000000000000142,0.04444444444444429,0.4890450484333028,2.2051253632589405,25.850000000000232,1.158189300000786
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,3,99403,3,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.28166753901048774,0.9567610284756283,29.20000000000028,0.8424386127629916
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,3,99403,4,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.296232407523355,1.7259681152208144,25.150000000000222,1.5422303143960079
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,3,99403,5,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.32951622778961864,1.8178488449787435,26.550000000000242,1.5054795358498665
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,3,99403,6,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.6839618176053908,1.8389635931408335,28.850000000000275,0.6413196460776976
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,3,99403,7,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.7583330088392553,1.4346803401096118,26.45000000000024,1.062181010475355
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,4,99404,0,3,3,1,1,1,0.20000000000000284,0.07777777777777928,0.43728688242412034,0.7381243683609812,28.250000000000266,0.5941174810339689
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,4,99404,1,3,3,1,1,1,0.25000000000000355,0.10000000000000142,0.7915582391536106,2.1191947080736373,29.20000000000028,0.9826280724026626
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,4,99404,2,3,3,1,1,1,0.10000000000000142,0.03333333333333499,0.26598936928489136,2.000631268798411,26.200000000000237,1.6468494440791244
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,4,99404,3,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.3555693476325414,1.6301224860942363,27.85000000000026,1.4899432219708215
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,4,99404,4,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.955319652807217,2.650933669441656,26.800000000000246,2.650933669441656
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,4,99404,5,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.6121384885679488,2.072545885324442,26.000000000000234,2.072545885324442
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,4,99404,6,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.7184159409931778,0.700454227316239,26.40000000000024,0.700454227316239
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,4,99404,7,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.43288758729156196,1.1301053540669697,29.95000000000029,0.9842555971159774
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,5,99405,0,3,3,1,1,1,0.15000000000000213,0.05555555555555595,0.5753404145977977,1.7815244417303202,27.00000000000025,0.9625775828579307
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,5,99405,1,3,3,1,1,1,0.0,0.0,0.4032155758496783,1.8813603317139072,28.050000000000264,1.8813603317139072
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,5,99405,2,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.5445791831864134,1.8201158177430843,26.900000000000247,1.1243653644193
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,5,99405,3,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.44226536349461676,2.0209597560025743,27.950000000000262,1.995522843030324
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,5,99405,4,2,2,1,1,1,0.0,0.0,0.6387559209120952,1.0427250702928024,26.750000000000245,1.0427250702928024
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,5,99405,5,2,2,1,1,1,0.15000000000000213,0.07500000000000107,0.16502863069684015,2.032744635301581,27.90000000000026,1.422054327594634
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,5,99405,6,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.7668161681376496,1.7581584117815454,29.600000000000286,1.3471847285113816
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,5,99405,7,2,2,1,1,1,0.15000000000000213,0.07500000000000107,0.3276035377853129,2.052280950191266,28.250000000000266,1.4865182071660379
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,6,99406,0,3,3,1,1,1,0.15000000000000213,0.055555555555557135,0.45840785918335364,1.435763682587767,28.750000000000274,0.8851294590525356
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,6,99406,1,3,3,1,1,1,0.10000000000000142,0.033333333333333805,0.9074193569445823,1.1028047702723827,29.20000000000028,1.0488947767375767
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,6,99406,2,3,3,1,1,1,0.10000000000000142,0.04444444444444547,0.46801227002717183,2.0935343368987747,24.35000000000021,1.0186282699532077
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,6,99406,3,3,3,1,1,1,0.10000000000000142,0.04444444444444547,0.80979892661104,0.8347155467865388,28.60000000000027,0.41089765212814994
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,6,99406,4,2,2,1,1,1,0.15000000000000213,0.07500000000000107,0.10624087675984845,1.1249756974264582,28.000000000000263,0.9772966111955251
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,6,99406,5,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.4094153968330011,1.9906494024906234,24.500000000000213,1.8887409522250167
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,6,99406,6,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.38631599971463504,1.9661863839079574,29.15000000000028,1.8057823865432698
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,6,99406,7,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.6690766927660667,1.8083146312592606,29.400000000000283,1.8083146312592606
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,7,99407,0,3,3,1,1,1,0.0,0.0,0.5515458735547126,2.387936567441652,25.300000000000225,2.387936567441652
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,7,99407,1,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.6987011329320877,1.7868101653928707,24.550000000000214,1.2513837103813272
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,7,99407,2,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.5416118450829871,1.4112147730124984,24.800000000000217,0.5104050549541316
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,7,99407,3,3,3,1,1,1,0.10000000000000142,0.033333333333333805,0.5687443392366911,1.4482963347883737,24.95000000000022,1.4482963347883737
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,7,99407,4,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.0979542536171479,2.473698274343787,25.850000000000232,2.0328168090828265
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,7,99407,5,2,2,1,1,1,0.0,0.0,0.3514399838111961,2.6185061384045607,25.60000000000023,2.6185061384045607
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,7,99407,6,2,2,1,1,1,0.15000000000000213,0.07500000000000107,0.5294357493239039,0.7887901743791671,27.550000000000257,0.30962690913758917
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,7,99407,7,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.3755276494541183,2.90687858200479,24.500000000000213,2.618193080831041
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,8,99408,0,3,3,1,1,1,0.10000000000000142,0.04444444444444547,0.4368755516716451,2.2139876231679705,27.350000000000254,2.054508201337586
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,8,99408,1,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.20953629096067206,2.120150506509464,30.5500000000003,1.387757246411314
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,8,99408,2,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.6056349895190326,0.7327094937393345,30.800000000000303,0.44955149693554475
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,8,99408,3,3,3,1,1,1,0.10000000000000142,0.04444444444444547,0.46333345086952366,2.1233498697054167,24.550000000000214,1.9693235002656202
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,8,99408,4,2,2,1,1,1,0.0,0.0,0.45277489388156533,1.374030211237949,29.20000000000028,1.374030211237949
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,8,99408,5,2,2,1,1,1,0.15000000000000213,0.07500000000000107,0.8260531736253753,1.3815379382585555,29.20000000000028,0.7447473630365324
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,8,99408,6,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.5012013469911047,2.727416253331312,27.500000000000256,1.9279224827445964
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,8,99408,7,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.7186089695273689,2.093580423717997,31.450000000000312,1.3738516253477024
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,9,99409,0,3,3,1,1,1,0.15000000000000213,0.055555555555557135,0.3835012449807986,2.421753704064404,26.100000000000236,2.208755943208954
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,9,99409,1,3,3,1,1,1,0.0,3.552713678800501e-15,0.7449173460932924,0.4408046868070153,26.800000000000246,0.4408046868070153
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,9,99409,2,3,3,1,1,1,0.10000000000000142,0.04444444444444547,0.7369636289482121,1.804267596633977,27.550000000000257,1.804267596633977
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,9,99409,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.7066172399257579,2.527811759473864,25.05000000000022,2.109261820080753
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,9,99409,4,2,2,1,1,1,0.15000000000000213,0.07500000000000107,0.7819692157556526,1.161556047755194,24.25000000000021,0.4908023614593283
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,9,99409,5,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.4287748186922734,1.1038795015506404,25.450000000000227,1.1038795015506404
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,9,99409,6,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.6888798354446174,2.3817469765368955,25.400000000000226,1.2003676365496134
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,9,99409,7,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.23027778748882732,2.428320339531193,26.950000000000248,1.8650502612776798
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,10,99410,0,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.44805956505215044,1.963908885774339,28.000000000000263,1.8860659122561014
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,10,99410,1,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.26498843406446965,1.9678628833039953,28.350000000000268,1.7445283648724146
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,10,99410,2,3,3,1,1,1,0.15000000000000213,0.05555555555555595,0.7485198306015247,2.0258833225065698,26.650000000000244,0.7282878258841103
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,10,99410,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.43901994718939036,1.5620081869528768,28.000000000000263,1.0281648495093996
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,10,99410,4,2,2,1,1,1,0.15000000000000213,0.07500000000000107,0.1494313206091153,1.8405868041450812,31.850000000000318,1.5130448316554106
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,10,99410,5,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.3200236764265314,1.9192933432045636,27.250000000000252,1.4632325830232922
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,10,99410,6,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.7613025794055543,1.8056215917816067,28.650000000000272,0.7614350290516823
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,10,99410,7,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.3568092492992995,1.8419728196445877,26.900000000000247,1.4918336132984855
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,11,99411,0,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.6829462491739372,2.4983975463025634,28.150000000000265,1.0822259057226649
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,11,99411,1,3,3,1,1,1,0.10000000000000142,0.033333333333333805,0.7692304977035808,2.141981016765928,29.20000000000028,1.0815872181219564
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,11,99411,2,3,3,1,1,1,0.10000000000000142,0.04444444444444547,0.48270110618238266,1.3911372471899537,29.000000000000277,1.3911372471899537
formal_ablation_no_attention_residual_case2,case2,no_attention_residual,11,99411,3,3,3,1,1,1,0.15000000000000213,0.05555555555555595,0.814009181569506,0.19989965516836997,30.5500000000003,0.19989965516836997
